chr,start,end,2mo,9mo,18mo,gene_chr,gene_start,gene_end,gene_name,gene_type
chr6,146999969,147000035,0.83,0.67,0.6,chr6,146886487,147034025,Ppfibp1,protein_coding
chr6,147064592,147064654,0.74,0.61,0.47,chr6,147040764,147072903,Mrps35,protein_coding
chr6,147478345,147478398,0.78,0.69,0.57,chr6,147473871,147634612,Ccdc91,protein_coding
chr7,3361490,3361505,0.71,0.65,0.49,chr7,3330955,3370216,Cacng7,protein_coding
chr7,3401064,3401176,0.42,0.21,0.14,chr7,3388683,3417648,Cacng8,protein_coding
chr7,3653559,3653643,0.54,0.59,0.38,chr7,3643290,3663108,Cnot3,protein_coding
chr7,4102479,4102498,0.66,0.49,0.38,chr7,4099890,4104060,Gm23741,snRNA
chr7,4102479,4102498,0.66,0.49,0.38,chr7,4072125,4122728,9430041J12Rik,processed_transcript
chr7,4104813,4104826,0.04,0.19,0.34,chr7,4072125,4122728,9430041J12Rik,processed_transcript
chr7,4276653,4276889,0.28,0.5,0.39,chr7,4272189,4284645,Gm15931,unprocessed_pseudogene
chr7,4783809,4783815,0.78,0.65,0.49,chr7,4771055,4784857,Il11,protein_coding
chr7,4783809,4783815,0.78,0.65,0.49,chr7,4780940,4786341,Tmem190,protein_coding
chr7,4783809,4783815,0.78,0.65,0.49,chr7,4782595,4791656,Tmem238,protein_coding
chr7,4992736,4992906,0.56,0.4,0.24,chr7,4981483,4998158,Zfp579,protein_coding
chr7,5128925,5128959,0.51,0.39,0.3,chr7,5125632,5129715,Gm26217,miRNA
chr7,6170638,6170656,0.72,0.61,0.41,chr7,6170226,6193349,Zfp444,protein_coding
chr7,6190433,6190512,0.62,0.42,0.33,chr7,6170226,6193349,Zfp444,protein_coding
chr7,6190620,6190688,0.75,0.48,0.37,chr7,6170226,6193349,Zfp444,protein_coding
chr7,6373143,6373235,0.72,0.48,0.4,chr7,6369364,6381491,Zfp78,protein_coding
chr7,6419883,6419950,0.56,0.35,0.31,chr7,6396715,6434093,Smim17,protein_coding
chr7,6419883,6419950,0.56,0.35,0.31,chr7,6408277,6443691,Gm20715,protein_coding
chr7,8926304,8926380,0.57,0.76,0.5,chr7,8905173,8933504,Vmn2r40,protein_coding
chr7,12886611,12886784,0.67,0.49,0.42,chr7,12879177,12895422,Zfp128,protein_coding
chr7,12903241,12903257,0.73,0.59,0.52,chr7,12895815,12911083,Zscan22,protein_coding
chr7,13264021,13264024,0.39,0.24,0.14,chr7,13256967,13280721,6330408A02Rik,protein_coding
chr7,13747049,13748737,0.36,0.62,0.16,chr7,13731505,13781636,Sult2a2,protein_coding
chr7,15749334,15749721,0.75,0.51,0.3,chr7,15748131,15761800,Obox5,protein_coding
chr7,15954590,15954611,0.63,0.47,0.41,chr7,15944977,15969567,Ehd2,protein_coding
chr7,15988242,15988325,0.62,0.48,0.41,chr7,15969262,16001495,Gltscr1,protein_coding
chr7,16113911,16113935,0.7,0.64,0.49,chr7,16096458,16119975,Napa,protein_coding
chr7,16187779,16187801,0.51,0.44,0.31,chr7,16173090,16188504,Meis3,protein_coding
chr7,16196527,16196559,0.58,0.5,0.36,chr7,16195147,16224037,Dhx34,protein_coding
chr7,16201760,16201950,0.71,0.5,0.35,chr7,16195147,16224037,Dhx34,protein_coding
chr7,16207554,16207584,0.45,0.34,0.22,chr7,16195147,16224037,Dhx34,protein_coding
chr7,16208610,16209077,0.56,0.35,0.27,chr7,16195147,16224037,Dhx34,protein_coding
chr7,16796756,16796772,0.91,0.82,0.7,chr7,16779346,16800274,Slc1a5,protein_coding
chr7,17029171,17029204,0.71,0.51,0.44,chr7,17002640,17029924,Ppp5c,protein_coding
chr7,19190999,19191081,0.77,0.72,0.57,chr7,19174421,19208482,Eml2,protein_coding
chr7,19307355,19307502,0.63,0.44,0.33,chr7,19300721,19312045,Fosb,protein_coding
chr7,19390471,19390694,0.77,0.58,0.53,chr7,19380010,19397694,Ercc2,protein_coding
chr7,19390471,19390694,0.77,0.58,0.53,chr7,19380220,19394718,Gm26852,lincRNA
chr7,19393409,19393475,0.68,0.53,0.44,chr7,19380010,19397694,Ercc2,protein_coding
chr7,19393409,19393475,0.68,0.53,0.44,chr7,19380220,19394718,Gm26852,lincRNA
chr7,19393409,19393475,0.68,0.53,0.44,chr7,19392437,19406104,Klc3,protein_coding
chr7,19426759,19426797,0.82,0.7,0.58,chr7,19424075,19460494,Mark4,protein_coding
chr7,19639045,19639070,0.81,0.64,0.48,chr7,19629581,19667030,Clptm1,protein_coding
chr7,19641423,19641487,0.53,0.23,0.16,chr7,19629581,19667030,Clptm1,protein_coding
chr7,24259713,24259777,0.73,0.56,0.51,chr7,24255644,24263914,Zfp108,protein_coding
chr7,24293999,24294074,0.6,0.52,0.37,chr7,24289039,24303232,Zfp61,protein_coding
chr7,24782357,24782370,0.36,0.5,0.57,chr7,24775204,24786649,Ceacam10,protein_coding
chr7,24987488,24987537,0.65,0.49,0.4,chr7,24985604,24989667,Mir7047,miRNA
chr7,24987488,24987537,0.65,0.49,0.4,chr7,24976167,25007957,Atp1a3,protein_coding
chr7,24993161,24993217,0.48,0.35,0.24,chr7,24976167,25007957,Atp1a3,protein_coding
chr7,24996944,24997132,0.47,0.34,0.25,chr7,24976167,25007957,Atp1a3,protein_coding
chr7,25006749,25006914,0.65,0.5,0.43,chr7,24976167,25007957,Atp1a3,protein_coding
chr7,25053870,25053940,0.77,0.65,0.53,chr7,25007853,25074369,Grik5,protein_coding
chr7,25107736,25107779,0.55,0.47,0.33,chr7,25085344,25161922,Pou2f2,protein_coding
chr7,25244309,25244313,0.39,0.33,0.19,chr7,25240561,25252761,Erf,protein_coding
chr7,25308715,25308724,0.18,0.4,0.27,chr7,25304106,25318195,Tmem145,protein_coding
chr7,25476186,25476224,0.86,0.81,0.65,chr7,25459702,25479625,Ceacam1,protein_coding
chr7,25749189,25749214,0.62,0.48,0.39,chr7,25719498,25756730,Hnrnpul1,protein_coding
chr7,27252183,27252288,0.83,0.64,0.53,chr7,27247263,27259932,Gm15567,processed_transcript
chr7,27252183,27252288,0.83,0.64,0.53,chr7,27231023,27264252,Adck4,protein_coding
chr7,27425667,27425734,0.56,0.46,0.36,chr7,27354383,27449686,Sptbn4,protein_coding
chr7,27529203,27529220,0.69,0.57,0.48,chr7,27521267,27533175,Hipk4,protein_coding
chr7,27963681,27963726,0.66,0.47,0.32,chr7,27960708,27977368,Zfp780b,protein_coding
chr7,27974882,27974985,0.7,0.61,0.46,chr7,27960708,27977368,Zfp780b,protein_coding
chr7,28175325,28175421,0.67,0.47,0.45,chr7,28167748,28181269,Fbl,protein_coding
chr7,28532821,28532842,0.42,0.27,0.21,chr7,28397549,28600185,Pak4,protein_coding
chr7,28533073,28533201,0.75,0.55,0.41,chr7,28397549,28600185,Pak4,protein_coding
chr7,28542249,28542366,0.79,0.62,0.58,chr7,28541596,28549254,Nccrp1,protein_coding
chr7,28542249,28542366,0.79,0.62,0.58,chr7,28538885,28544210,Sycn,protein_coding
chr7,28542249,28542366,0.79,0.62,0.58,chr7,28397549,28600185,Pak4,protein_coding
chr7,28903860,28903917,0.54,0.38,0.25,chr7,28891248,28964340,Actn4,protein_coding
chr7,28931164,28931201,0.4,0.22,0.18,chr7,28891248,28964340,Actn4,protein_coding
chr7,28974737,28974811,0.64,0.39,0.31,chr7,28969373,28983814,Eif3k,protein_coding
chr7,29004317,29004486,0.79,0.6,0.47,chr7,28980854,29005279,Map4k1,protein_coding
chr7,29004317,29004486,0.79,0.6,0.47,chr7,29001340,29127151,Ryr1,protein_coding
chr7,29022584,29022802,0.6,0.5,0.4,chr7,29001340,29127151,Ryr1,protein_coding
chr7,29329082,29329332,0.57,0.42,0.29,chr7,29318372,29520641,Sipa1l3,protein_coding
chr7,29330630,29330691,0.58,0.53,0.37,chr7,29318372,29520641,Sipa1l3,protein_coding
chr7,29864062,29864218,0.54,0.35,0.29,chr7,29857979,29879292,Zfp420,protein_coding
chr7,29915680,29915788,0.68,0.64,0.46,chr7,29906223,29918813,ZNF383,protein_coding
chr7,29987730,29987779,0.75,0.7,0.55,chr7,29981955,30030282,Zfp568,protein_coding
chr7,30073793,30073806,0.8,0.67,0.57,chr7,30052489,30074900,Zfp82,protein_coding
chr7,30073793,30073806,0.8,0.67,0.57,chr7,30054034,30092410,Gm26920,protein_coding
chr7,30086518,30086630,0.56,0.34,0.21,chr7,30054034,30092410,Gm26920,protein_coding
chr7,30086518,30086630,0.56,0.34,0.21,chr7,30075337,30092527,Zfp566,protein_coding
chr7,30531704,30531754,0.49,0.3,0.27,chr7,30520226,30536180,Arhgap33,protein_coding
chr7,30557919,30557992,0.76,0.54,0.45,chr7,30553441,30561838,Lin37,protein_coding
chr7,30558232,30558299,0.59,0.43,0.3,chr7,30553441,30561838,Lin37,protein_coding
chr7,30591794,30591806,0.4,0.61,0.57,chr7,30587681,30600909,Zbtb32,protein_coding
chr7,30751438,30751518,0.5,0.26,0.24,chr7,30732739,30758134,Sbsn,protein_coding
chr7,31123066,31123100,0.66,0.51,0.37,chr7,31114524,31128945,Scn1b,protein_coding
chr7,34214509,34214526,0.63,0.43,0.39,chr7,34200122,34232289,Gpi1,protein_coding
chr7,34343856,34344011,0.59,0.37,0.31,chr7,34342646,34391540,Lsm14a,protein_coding
chr7,34348725,34348781,0.39,0.29,0.19,chr7,34342646,34391540,Lsm14a,protein_coding
chr7,34984646,34984663,0.61,0.52,0.36,chr7,34910379,35046710,Pepd,protein_coding
chr7,35081770,35081804,0.52,0.36,0.27,chr7,35079910,35083979,Gm25033,miRNA
chr7,35206135,35206250,0.47,0.32,0.25,chr7,35184385,35206898,Slc7a10,protein_coding
chr7,35206135,35206250,0.47,0.32,0.25,chr7,35198027,35217370,Lrp3,protein_coding
chr7,35490513,35490921,0.12,0.32,0.21,chr7,35467098,35539745,Tdrd12,protein_coding
chr7,35729746,35729827,0.5,0.22,0.22,chr7,35683165,35756454,Dpy19l3,protein_coding
chr7,35729914,35729974,0.85,0.64,0.64,chr7,35683165,35756454,Dpy19l3,protein_coding
chr7,36736334,36736361,0.59,0.52,0.36,chr7,36731017,36736558,RP24-142E6.6,TEC
chr7,36736334,36736361,0.59,0.52,0.36,chr7,36696118,36775553,Tshz3,protein_coding
chr7,36740028,36740034,0.7,0.53,0.44,chr7,36696118,36775553,Tshz3,protein_coding
chr7,36740245,36740267,0.63,0.4,0.44,chr7,36696118,36775553,Tshz3,protein_coding
chr7,38603929,38603964,0.53,0.39,0.23,chr7,38601076,38608567,Gm20749,processed_pseudogene
chr7,38604042,38604333,0.4,0.29,0.13,chr7,38601076,38608567,Gm20749,processed_pseudogene
chr7,38841762,38842080,0.77,0.68,0.56,chr7,38789661,38862532,1700010N08Rik,transcribed_processed_pseudogene
chr7,43785996,43786039,0.6,0.46,0.29,chr7,43779054,43787410,Klk10,protein_coding
chr7,43785996,43786039,0.6,0.46,0.29,chr7,43693209,43799945,2310002F09Rik,lincRNA
chr7,44596079,44596083,0.56,0.39,0.29,chr7,44588664,44606754,Kcnc3,protein_coding
chr7,44611163,44611223,0.53,0.34,0.22,chr7,44603803,44672843,Myh14,protein_coding
chr7,44908743,44908746,0.46,0.29,0.21,chr7,44898373,44931496,Ap2a1,protein_coding
chr7,44909195,44909230,0.5,0.42,0.28,chr7,44898373,44931496,Ap2a1,protein_coding
chr7,44917796,44917968,0.45,0.34,0.24,chr7,44898373,44931496,Ap2a1,protein_coding
chr7,44950015,44950030,0.67,0.44,0.41,chr7,44941222,44960035,Tsks,protein_coding
chr7,45056441,45056490,0.49,0.34,0.28,chr7,45051613,45064677,Prrg2,protein_coding
chr7,45056778,45056782,0.44,0.24,0.17,chr7,45051613,45064677,Prrg2,protein_coding
chr7,45184444,45184451,0.53,0.37,0.31,chr7,45181624,45206892,Ccdc155,protein_coding
chr7,45189944,45189958,0.67,0.55,0.46,chr7,45181624,45206892,Ccdc155,protein_coding
chr7,45190370,45190485,0.42,0.29,0.18,chr7,45181624,45206892,Ccdc155,protein_coding
chr7,45192464,45192481,0.72,0.6,0.49,chr7,45181624,45206892,Ccdc155,protein_coding
chr7,45199092,45199212,0.58,0.46,0.38,chr7,45181624,45206892,Ccdc155,protein_coding
chr7,45346942,45346968,0.64,0.56,0.44,chr7,45337126,45369019,Ppfia3,protein_coding
chr7,45689863,45689880,0.77,0.65,0.55,chr7,45675689,45696402,Sec1,protein_coding
chr7,45689863,45689880,0.77,0.65,0.55,chr7,45682022,45696556,Ntn5,protein_coding
chr7,45802779,45802864,0.59,0.41,0.34,chr7,45781738,45806144,Lmtk3,protein_coding
chr7,45818544,45818558,0.71,0.62,0.49,chr7,45814461,45826756,Kcnj14,protein_coding
chr7,46411928,46411972,0.76,0.57,0.48,chr7,46394497,46440375,Kcnc1,protein_coding
chr7,46616864,46616876,0.64,0.45,0.41,chr7,46441168,46641807,Sergef,protein_coding
chr7,46618210,46618269,0.43,0.25,0.15,chr7,46441168,46641807,Sergef,protein_coding
chr7,47099390,47099570,0.7,0.57,0.49,chr7,47075798,47135684,Ptpn5,protein_coding
chr7,47108714,47109067,0.61,0.41,0.25,chr7,47075798,47135684,Ptpn5,protein_coding
chr7,47108714,47109067,0.61,0.41,0.25,chr7,47108851,47127990,Gm14377,antisense
chr7,47110858,47110965,0.56,0.37,0.33,chr7,47075798,47135684,Ptpn5,protein_coding
chr7,47110858,47110965,0.56,0.37,0.33,chr7,47108851,47127990,Gm14377,antisense
chr7,47113465,47113481,0.38,0.22,0.11,chr7,47075798,47135684,Ptpn5,protein_coding
chr7,47113465,47113481,0.38,0.22,0.11,chr7,47108851,47127990,Gm14377,antisense
chr7,48954542,48954672,0.36,0.21,0.12,chr7,48906716,49612090,Nav2,protein_coding
chr7,49291206,49291235,0.59,0.52,0.34,chr7,48906716,49612090,Nav2,protein_coding
chr7,49475473,49475668,0.58,0.42,0.31,chr7,48906716,49612090,Nav2,protein_coding
chr7,49508014,49508090,0.69,0.54,0.43,chr7,48906716,49612090,Nav2,protein_coding
chr7,49562470,49562503,0.77,0.62,0.47,chr7,48906716,49612090,Nav2,protein_coding
chr7,49569822,49569826,0.6,0.5,0.37,chr7,48906716,49612090,Nav2,protein_coding
chr7,49607578,49607581,0.32,0.15,0.11,chr7,48906716,49612090,Nav2,protein_coding
chr7,50270618,50270641,0.84,0.71,0.59,chr7,49972864,50867255,Nell1,protein_coding
chr7,55827811,55827926,0.47,0.36,0.22,chr7,55792148,55833447,Tubgcp5,protein_coding
chr7,55880192,55880338,0.59,0.42,0.37,chr7,55839745,55932700,Cyfip1,protein_coding
chr7,56152465,56152501,0.6,0.46,0.35,chr7,56048155,56233794,Herc2,protein_coding
chr7,58672130,58672208,0.75,0.54,0.38,chr7,58656202,58831426,Atp10a,protein_coding
chr7,61877555,61878246,0.34,0.31,0.13,chr7,61875770,61879864,Mir344,miRNA
chr7,63131158,63131460,0.55,0.41,0.31,chr7,63096692,63214526,Chrna7,protein_coding
chr7,63498055,63498153,0.63,0.5,0.37,chr7,63442751,63761028,Otud7a,protein_coding
chr7,63555066,63555152,0.68,0.46,0.42,chr7,63442751,63761028,Otud7a,protein_coding
chr7,64647657,64647758,0.71,0.61,0.5,chr7,64499706,64755870,Apba2,protein_coding
chr7,64662439,64662564,0.59,0.4,0.34,chr7,64499706,64755870,Apba2,protein_coding
chr7,64724984,64725014,0.64,0.46,0.44,chr7,64499706,64755870,Apba2,protein_coding
chr7,64780981,64781002,0.52,0.3,0.21,chr7,64754113,65158570,Fam189a1,protein_coding
chr7,64933897,64933955,0.53,0.36,0.26,chr7,64754113,65158570,Fam189a1,protein_coding
chr7,64993549,64993565,0.9,0.77,0.58,chr7,64754113,65158570,Fam189a1,protein_coding
chr7,65331566,65331647,0.73,0.7,0.51,chr7,65294165,65373239,Tjp1,protein_coding
chr7,65989097,65989248,0.73,0.51,0.38,chr7,65859734,66052340,Pcsk6,protein_coding
chr7,66927878,66927932,0.69,0.5,0.4,chr7,66837735,67154625,Adamts17,protein_coding
chr7,67520150,67520255,0.69,0.5,0.44,chr7,67511411,67647268,Lrrc28,protein_coding
chr7,67520417,67520504,0.58,0.37,0.28,chr7,67511411,67647268,Lrrc28,protein_coding
chr7,67537273,67537329,0.4,0.26,0.2,chr7,67511411,67647268,Lrrc28,protein_coding
chr7,67548793,67548818,0.46,0.36,0.25,chr7,67511411,67647268,Lrrc28,protein_coding
chr7,67661865,67661997,0.38,0.57,0.64,chr7,67645410,67728576,Ttc23,protein_coding
chr7,67673885,67674066,0.25,0.36,0.47,chr7,67645410,67728576,Ttc23,protein_coding
chr7,67718918,67718925,0.68,0.56,0.46,chr7,67645410,67728576,Ttc23,protein_coding
chr7,67789348,67789360,0.46,0.36,0.25,chr7,67782725,67805496,4833412C05Rik,lincRNA
chr7,67971385,67971416,0.66,0.58,0.44,chr7,67950859,68228780,Igf1r,protein_coding
chr7,68079402,68079434,0.73,0.66,0.51,chr7,67950859,68228780,Igf1r,protein_coding
chr7,73344007,73344187,0.47,0.31,0.26,chr7,73312003,73377739,A730056A06Rik,lincRNA
chr7,73550298,73550301,0.9,0.69,0.82,chr7,73537801,73560395,1810026B05Rik,processed_transcript
chr7,73550298,73550301,0.9,0.69,0.82,chr7,73542036,73560386,RP23-32A8.1,processed_transcript
chr7,74495159,74495164,0.46,0.25,0.19,chr7,74273419,74556780,Slco3a1,protein_coding
chr7,74495372,74495691,0.67,0.55,0.45,chr7,74273419,74556780,Slco3a1,protein_coding
chr7,75504695,75504764,0.69,0.55,0.42,chr7,75453534,75756609,Akap13,protein_coding
chr7,75740464,75740563,0.61,0.48,0.4,chr7,75453534,75756609,Akap13,protein_coding
chr7,75875780,75875867,0.65,0.55,0.42,chr7,75846338,75876130,Klhl25,protein_coding
chr7,76408152,76408431,0.75,0.5,0.5,chr7,76316072,76768608,Agbl1,protein_coding
chr7,76655197,76655224,0.73,0.6,0.52,chr7,76316072,76768608,Agbl1,protein_coding
chr7,78847678,78847681,0.83,0.75,0.62,chr7,78820962,78849236,Det1,protein_coding
chr7,78847688,78847778,0.44,0.38,0.21,chr7,78820962,78849236,Det1,protein_coding
chr7,79271090,79271349,0.51,0.37,0.29,chr7,79271201,79367508,Abhd2,protein_coding
chr7,79271429,79271563,0.63,0.32,0.23,chr7,79271201,79367508,Abhd2,protein_coding
chr7,79336643,79336747,0.54,0.39,0.32,chr7,79271201,79367508,Abhd2,protein_coding
chr7,79397606,79397803,0.67,0.56,0.44,chr7,79389929,79452265,Fanci,protein_coding
chr7,79398513,79398530,0.74,0.57,0.49,chr7,79389929,79452265,Fanci,protein_coding
chr7,79609280,79609286,0.88,0.82,0.67,chr7,79591363,79619657,Rhcg,protein_coding
chr7,79722319,79722362,0.51,0.35,0.26,chr7,79719164,79734776,Plin1,protein_coding
chr7,79781275,79781349,0.84,0.8,0.62,chr7,79741163,79787950,Wdr93,protein_coding
chr7,79880575,79880609,0.75,0.64,0.51,chr7,79873332,79922640,Ap3s2,protein_coding
chr7,79905206,79905300,0.81,0.65,0.5,chr7,79873332,79922640,Ap3s2,protein_coding
chr7,80078898,80078919,0.47,0.37,0.24,chr7,80022814,80094751,Zfp710,protein_coding
chr7,80398297,80398478,0.59,0.39,0.29,chr7,80386585,80407436,Furin,protein_coding
chr7,80715509,80715587,0.71,0.53,0.46,chr7,80709583,80805331,Iqgap1,protein_coding
chr7,80799488,80799557,0.7,0.54,0.48,chr7,80709583,80805331,Iqgap1,protein_coding
chr7,81465183,81465285,0.56,0.3,0.23,chr7,81458399,81495925,Ap3b2,protein_coding
chr7,81470181,81470186,0.39,0.2,0.11,chr7,81458399,81495925,Ap3b2,protein_coding
chr7,81631461,81631574,0.79,0.66,0.56,chr7,81598481,81708925,Homer2,protein_coding
chr7,81699386,81699525,0.56,0.46,0.34,chr7,81598481,81708925,Homer2,protein_coding
chr7,82179586,82179609,0.5,0.44,0.26,chr7,82171840,82309419,Sh3gl3,protein_coding
chr7,82186608,82186618,0.76,0.69,0.56,chr7,82171840,82309419,Sh3gl3,protein_coding
chr7,82276058,82276151,0.8,0.67,0.59,chr7,82171840,82309419,Sh3gl3,protein_coding
chr7,82664730,82664760,0.48,0.28,0.23,chr7,82646614,82779852,Eftud1,protein_coding
chr7,83633133,83633206,0.56,0.45,0.32,chr7,83629959,83655127,Stard5,protein_coding
chr7,83633133,83633206,0.56,0.45,0.32,chr7,83595048,83633842,Gm16638,antisense
chr7,83936766,83936928,0.69,0.56,0.49,chr7,83930857,84088502,Cemip,protein_coding
chr7,87978564,87978582,0.67,0.52,0.43,chr7,87600544,88136907,Grm5,protein_coding
chr7,89208993,89208998,0.07,0.2,0.3,chr7,89137723,89406222,Tmem135,protein_coding
chr7,89844917,89845031,0.53,0.32,0.23,chr7,89630392,89856359,Me3,protein_coding
chr7,91195338,91195523,0.53,0.37,0.33,chr7,91088706,92449003,Dlg2,protein_coding
chr7,91645731,91645759,0.73,0.6,0.47,chr7,91088706,92449003,Dlg2,protein_coding
chr7,92272472,92272492,0.71,0.59,0.48,chr7,91088706,92449003,Dlg2,protein_coding
chr7,92604989,92605031,0.84,0.71,0.64,chr7,92579723,92639142,Ankrd42,protein_coding
chr7,92605193,92605259,0.51,0.39,0.26,chr7,92579723,92639142,Ankrd42,protein_coding
chr7,92837518,92837535,0.76,0.65,0.55,chr7,92739603,92839117,Rab30,protein_coding
chr7,96750501,96750548,0.53,0.36,0.32,chr7,96169244,96913093,Tenm4,protein_coding
chr7,97385999,97386013,0.82,0.65,0.6,chr7,97369606,97394153,Alg8,protein_coding
chr7,97492625,97492637,0.54,0.41,0.31,chr7,97478956,97543397,Ints4,protein_coding
chr7,97557989,97558015,0.58,0.39,0.26,chr7,97548331,97581497,Aamdc,protein_coding
chr7,97845644,97845789,0.38,0.29,0.18,chr7,97840935,97914381,Pak1,protein_coding
chr7,98154425,98154495,0.44,0.24,0.22,chr7,98119559,98180274,Capn5,protein_coding
chr7,98159589,98159640,0.52,0.41,0.31,chr7,98119559,98180274,Capn5,protein_coding
chr7,98910835,98910862,0.08,0.28,0.23,chr7,98884743,99143144,Uvrag,protein_coding
chr7,98977103,98977153,0.74,0.57,0.49,chr7,98884743,99143144,Uvrag,protein_coding
chr7,99352418,99352445,0.68,0.85,0.89,chr7,99343375,99355230,Serpinh1,protein_coding
chr7,99433438,99433542,0.62,0.57,0.39,chr7,99379549,99462983,Gdpd5,protein_coding
chr7,99442027,99442078,0.59,0.8,0.81,chr7,99379549,99462983,Gdpd5,protein_coding
chr7,99562547,99562601,0.48,0.27,0.18,chr7,99533466,99608771,Arrb1,protein_coding
chr7,99622096,99622195,0.55,0.4,0.29,chr7,99622082,99629103,Gm4980,protein_coding
chr7,99947428,99947442,0.49,0.3,0.22,chr7,99918257,99982458,Rnf169,protein_coding
chr7,100740428,100740461,0.23,0.47,0.39,chr7,100704651,100843628,Fam168a,protein_coding
chr7,101317127,101317202,0.56,0.39,0.29,chr7,101315086,101348626,Stard10,protein_coding
chr7,101317127,101317202,0.56,0.39,0.29,chr7,101315722,101328207,Gm20476,processed_transcript
chr7,101457349,101457539,0.43,0.3,0.23,chr7,101419691,101514829,Pde2a,protein_coding
chr7,101466420,101466574,0.84,0.74,0.62,chr7,101419691,101514829,Pde2a,protein_coding
chr7,101466669,101466920,0.75,0.57,0.53,chr7,101419691,101514829,Pde2a,protein_coding
chr7,101722715,101722749,0.7,0.53,0.45,chr7,101661633,101792168,Clpb,protein_coding
chr7,101839851,101839856,0.84,0.63,0.61,chr7,101820632,101840076,Inppl1,protein_coding
chr7,101839851,101839856,0.84,0.63,0.61,chr7,101837990,101847331,Folr2,protein_coding
chr7,102230128,102230148,0.88,0.8,0.63,chr7,102208208,102240567,Pgap2,protein_coding
chr7,102347547,102347777,0.8,0.69,0.57,chr7,102265824,102438848,Stim1,protein_coding
chr7,105432860,105432895,0.7,0.5,0.46,chr7,105423817,105472898,Cckbr,protein_coding
chr7,105465601,105465642,0.59,0.38,0.29,chr7,105423817,105472898,Cckbr,protein_coding
chr7,105621862,105621994,0.51,0.32,0.19,chr7,105602463,105635571,Trim3,protein_coding
chr7,105747198,105747387,0.74,0.54,0.39,chr7,105742847,105754207,Tpp1,protein_coding
chr7,107637166,107637297,0.33,0.56,0.43,chr7,107593051,107750582,Ppfibp2,protein_coding
chr7,107662206,107662343,0.6,0.81,0.83,chr7,107593051,107750582,Ppfibp2,protein_coding
chr7,108543045,108543059,0.64,0.43,0.6,chr7,108542527,108547498,Olfr503,protein_coding
chr7,109153660,109153668,0.49,0.21,0.18,chr7,109136572,109172308,Lmo1,protein_coding
chr7,109154516,109154651,0.61,0.46,0.38,chr7,109136572,109172308,Lmo1,protein_coding
chr7,109158696,109158714,0.64,0.44,0.37,chr7,109136572,109172308,Lmo1,protein_coding
chr7,109546919,109547112,0.72,0.55,0.36,chr7,109521911,109619147,St5,protein_coding
chr7,110797971,110797979,0.66,0.52,0.44,chr7,110766206,110814405,Ampd3,protein_coding
chr7,110807358,110807388,0.54,0.42,0.34,chr7,110766206,110814405,Ampd3,protein_coding
chr7,110807358,110807388,0.54,0.42,0.34,chr7,110798432,110846457,Rnf141,protein_coding
chr7,110919334,110919508,0.48,0.33,0.28,chr7,110866266,110984461,Mrvi1,protein_coding
chr7,111772976,111773070,0.51,0.41,0.3,chr7,111469661,111781977,Galnt18,protein_coding
chr7,112125980,112126136,0.37,0.21,0.14,chr7,112114019,112161057,Dkk3,protein_coding
chr7,112135709,112135819,0.87,0.76,0.62,chr7,112114019,112161057,Dkk3,protein_coding
chr7,112499853,112500035,0.83,0.73,0.63,chr7,112425505,112593692,Parva,protein_coding
chr7,112647563,112647706,0.9,0.77,0.69,chr7,112611468,112682058,2310014F06Rik,processed_transcript
chr7,112710833,112710847,0.42,0.23,0.17,chr7,112677318,112908807,Tead1,protein_coding
chr7,112799004,112799257,0.58,0.4,0.25,chr7,112677318,112908807,Tead1,protein_coding
chr7,113262582,113262625,0.61,0.51,0.37,chr7,113205465,113316122,Arntl,protein_coding
chr7,113281657,113281771,0.73,0.6,0.48,chr7,113205465,113316122,Arntl,protein_coding
chr7,114237780,114237787,0.53,0.39,0.24,chr7,114213559,114256680,Copb1,protein_coding
chr7,114267901,114268010,0.72,0.52,0.4,chr7,114262606,114278118,Psma1,protein_coding
chr7,115474213,115474235,0.51,0.33,0.16,chr7,115469344,116040744,Sox6,protein_coding
chr7,116100188,116100468,0.53,0.34,0.28,chr7,116091301,116107210,1110004F10Rik,protein_coding
chr7,116208951,116208989,0.56,0.49,0.33,chr7,116121493,116310376,Plekha7,protein_coding
chr7,117414798,117414899,0.79,0.64,0.54,chr7,117378979,117669751,Xylt1,protein_coding
chr7,117472970,117473070,0.47,0.31,0.25,chr7,117378979,117669751,Xylt1,protein_coding
chr7,117486498,117486675,0.5,0.32,0.23,chr7,117378979,117669751,Xylt1,protein_coding
chr7,117613846,117613883,0.73,0.54,0.52,chr7,117378979,117669751,Xylt1,protein_coding
chr7,117615038,117615056,0.73,0.59,0.51,chr7,117378979,117669751,Xylt1,protein_coding
chr7,118754040,118754204,0.64,0.48,0.4,chr7,118738226,118844966,9030624J02Rik,protein_coding
chr7,118757020,118757062,0.84,0.69,0.59,chr7,118738226,118844966,9030624J02Rik,protein_coding
chr7,118783821,118783894,0.48,0.28,0.25,chr7,118738226,118844966,9030624J02Rik,protein_coding
chr7,118808005,118808124,0.75,0.59,0.55,chr7,118738226,118844966,9030624J02Rik,protein_coding
chr7,118808193,118808201,0.7,0.59,0.44,chr7,118738226,118844966,9030624J02Rik,protein_coding
chr7,118811813,118811955,0.65,0.55,0.44,chr7,118738226,118844966,9030624J02Rik,protein_coding
chr7,119690208,119690242,0.25,0.47,0.3,chr7,119688026,119716567,Acsm4,protein_coding
